Image ID,Color Harmony,Compositional Novelty,Subject Clarity,Perceived Technical Complexity,Overall Aesthetic Preference,Style Label
IMG_1703,2.00,2.67,2.67,4.67,2.33,algorithmic-stroke
IMG_1704,3.33,3.33,2.67,3.33,4.00,particle
IMG_1705,3.33,4.67,2.67,4.67,4.33,particle
IMG_1706,3.00,4.00,3.33,3.00,3.67,fractal
IMG_1707,2.00,2.67,2.67,4.33,1.67,procedural-texture
IMG_1708,4.67,4.00,4.00,2.00,4.67,data-mapping
IMG_1709,2.67,2.33,1.67,3.00,1.67,optical-flow
IMG_1710,2.00,3.00,3.00,2.33,2.33,shader
IMG_1711,2.33,2.00,2.33,2.67,2.00,shader
IMG_1712,1.67,4.00,2.00,4.33,1.67,particle
IMG_1713,3.67,2.00,3.33,2.67,2.67,optical-flow
IMG_1714,3.33,5.00,5.00,3.67,4.00,shader
IMG_1715,3.33,5.00,4.00,4.33,3.67,glitch
IMG_1716,3.00,4.00,2.33,4.33,3.00,noise-field
IMG_1717,2.00,3.00,4.00,4.00,2.33,glitch
IMG_1718,2.33,2.33,5.00,2.33,2.33,data-mapping
IMG_1719,1.67,3.67,3.00,4.33,1.67,particle
IMG_1720,3.67,3.67,2.67,3.67,3.33,GAN-synthesised
IMG_1721,2.00,5.00,3.33,2.00,2.67,shader
IMG_1722,2.00,2.00,3.00,3.33,2.67,fractal
IMG_1723,2.33,3.33,4.00,4.00,2.67,optical-flow
IMG_1724,2.00,2.67,2.33,3.67,2.00,GAN-synthesised
IMG_1725,3.67,4.67,4.00,4.33,4.33,particle
IMG_1726,2.33,2.67,3.33,3.33,2.67,fractal
IMG_1727,4.67,1.33,4.00,2.00,3.00,procedural-texture
IMG_1728,2.67,3.00,3.67,5.00,2.67,algorithmic-stroke
IMG_1729,2.67,4.33,2.67,4.67,3.33,particle
IMG_1730,4.33,2.33,3.33,2.67,4.67,optical-flow
IMG_1731,2.33,3.00,3.33,3.00,2.33,optical-flow
IMG_1732,2.33,2.67,2.67,4.00,1.67,algorithmic-stroke
IMG_1733,2.33,2.00,3.33,2.00,1.67,procedural-texture
IMG_1734,3.00,4.67,3.67,4.00,3.67,particle
IMG_1735,2.67,3.67,4.00,4.00,3.33,noise-field
IMG_1736,3.00,2.00,3.00,2.67,2.67,shader
IMG_1737,3.33,2.67,2.67,3.33,2.33,procedural-texture
IMG_1738,3.00,1.67,1.33,3.00,2.00,optical-flow
IMG_1739,3.67,2.00,3.33,2.67,2.00,optical-flow
IMG_1740,2.00,4.67,3.33,5.00,3.00,particle
IMG_1741,3.00,1.33,2.33,2.00,1.67,optical-flow
IMG_1742,2.67,2.67,1.33,3.00,1.33,particle
IMG_1743,3.33,2.00,3.00,1.33,2.67,voxel
IMG_1744,2.33,4.00,2.67,4.67,2.33,noise-field
IMG_1745,3.67,5.00,3.67,4.67,4.33,particle
IMG_1746,2.33,2.33,2.67,3.00,1.67,shader
IMG_1747,2.33,1.67,4.00,3.33,2.33,fractal
IMG_1748,3.67,3.00,2.00,4.00,4.33,particle
IMG_1749,2.67,4.00,3.67,3.33,2.67,shader
IMG_1750,4.00,3.00,2.33,2.67,2.67,data-mapping
IMG_1751,3.00,2.00,1.00,3.00,1.33,GAN-synthesised
IMG_1752,2.33,1.33,2.33,4.33,2.33,fractal
IMG_1753,2.00,2.33,4.33,3.67,2.33,procedural-texture
IMG_1754,1.67,4.00,3.00,5.00,3.00,glitch
IMG_1755,3.33,3.33,3.67,2.00,3.00,data-mapping
IMG_1756,2.00,3.00,4.00,3.33,2.00,optical-flow
IMG_1757,2.00,1.00,3.33,2.33,2.00,optical-flow
IMG_1758,3.33,3.00,2.33,3.33,3.00,shader
IMG_1759,3.67,2.33,2.67,3.33,2.67,GAN-synthesised
IMG_1760,4.33,1.00,2.00,2.00,2.67,data-mapping
IMG_1761,3.00,2.00,2.67,2.00,2.33,procedural-texture
IMG_1762,3.00,4.33,2.67,2.67,3.00,optical-flow
IMG_1763,3.33,3.00,2.67,4.00,3.33,noise-field
IMG_1764,4.00,2.00,2.67,4.00,3.00,glitch
IMG_1765,2.00,3.67,3.33,5.00,3.33,particle
IMG_1766,4.33,2.67,3.67,3.67,4.67,particle
IMG_1767,3.00,3.67,4.67,2.00,3.33,data-mapping
IMG_1768,2.00,3.67,4.00,3.33,3.00,shader
IMG_1769,4.00,2.00,3.67,2.33,2.33,data-mapping
IMG_1770,3.67,4.33,3.00,5.00,4.00,particle
IMG_1771,1.67,3.00,2.33,4.67,2.00,particle
IMG_1772,2.00,5.00,3.67,4.33,3.33,particle
IMG_1773,2.33,4.33,2.00,4.67,3.33,particle
IMG_1774,2.33,2.67,2.00,4.00,2.33,particle
IMG_1775,3.33,2.00,1.33,4.33,2.67,particle
IMG_1776,2.67,2.33,2.00,2.33,1.67,procedural-texture
IMG_1777,2.00,4.67,3.67,3.33,3.00,optical-flow
IMG_1778,3.33,2.67,3.33,3.00,3.67,GAN-synthesised
IMG_1779,1.67,4.00,3.33,4.33,3.00,particle
IMG_1780,2.67,1.33,1.00,3.67,1.67,GAN-synthesised
IMG_1781,3.00,2.33,3.00,2.67,2.67,GAN-synthesised
IMG_1782,4.00,3.00,3.67,3.33,3.67,optical-flow
IMG_1783,4.00,3.00,3.00,3.00,3.67,shader
IMG_1784,4.67,3.33,2.00,4.00,4.00,particle
IMG_1785,1.33,4.00,3.00,4.33,2.67,glitch
IMG_1786,3.67,4.00,3.33,3.67,4.67,particle
IMG_1787,3.67,1.00,3.00,2.33,2.33,procedural-texture
IMG_1788,1.67,3.00,4.00,3.00,2.67,procedural-texture
IMG_1789,1.67,2.67,3.33,4.00,2.00,optical-flow
IMG_1790,3.33,1.00,2.67,1.67,1.67,GAN-synthesised
IMG_1791,2.67,1.67,4.33,2.67,2.67,voxel
IMG_1792,1.67,4.33,2.67,4.67,2.67,fractal
IMG_1793,2.00,3.00,4.00,3.67,2.33,glitch
IMG_1794,2.00,4.00,4.00,4.00,3.00,particle
IMG_1795,2.33,2.33,2.67,3.33,2.00,particle
IMG_1796,4.67,3.67,3.67,4.33,4.67,glitch
IMG_1797,3.00,1.33,3.33,2.67,2.33,optical-flow
IMG_1798,2.33,4.33,3.33,4.67,2.33,glitch
IMG_1799,2.00,3.00,3.33,4.33,3.00,shader
IMG_1800,2.33,3.67,3.00,4.00,3.33,particle
IMG_1801,4.33,4.33,5.00,2.67,5.00,GAN-synthesised
IMG_1802,4.67,2.33,3.00,2.33,4.00,GAN-synthesised
IMG_1803,3.33,4.33,4.00,4.00,4.33,particle
IMG_1804,3.67,2.33,2.00,4.33,4.00,particle
IMG_1805,3.33,3.00,3.00,3.00,3.00,particle
IMG_1806,1.67,3.00,3.00,4.00,2.67,particle
IMG_1807,2.00,4.67,4.00,4.00,3.67,noise-field
IMG_1808,2.00,1.33,2.33,4.33,1.67,algorithmic-stroke
IMG_1809,4.33,3.33,3.33,4.67,4.67,particle
IMG_1810,2.00,4.67,3.67,5.00,3.00,particle
IMG_1811,3.00,3.33,2.67,5.00,3.00,particle
IMG_1812,2.00,2.33,3.00,4.00,2.67,procedural-texture
IMG_1813,4.00,2.33,3.00,2.33,2.33,pixel-collage
IMG_1814,2.67,3.00,2.33,4.00,2.33,particle
IMG_1815,3.00,3.33,4.33,4.67,4.00,glitch
IMG_1816,4.33,4.00,4.33,4.00,4.67,particle
IMG_1817,2.33,4.67,2.67,5.00,3.67,particle
IMG_1818,2.33,2.67,3.33,4.00,2.67,fractal
IMG_1819,3.00,4.33,2.33,4.33,3.33,particle
IMG_1820,4.00,3.00,4.00,2.00,4.33,GAN-synthesised
IMG_1821,3.67,3.00,3.00,4.67,5.00,particle
IMG_1822,3.33,2.00,2.67,3.67,2.67,particle
IMG_1823,4.00,1.00,3.33,1.33,2.67,procedural-texture
IMG_1824,3.00,3.33,3.00,4.00,3.67,particle
IMG_1825,2.67,4.00,4.67,4.00,3.33,glitch
IMG_1826,3.67,3.67,2.67,4.00,3.67,particle
IMG_1827,4.00,2.33,3.67,2.00,3.67,data-mapping
IMG_1828,3.33,3.00,1.67,3.67,2.00,particle
IMG_1829,2.00,4.67,3.00,4.33,3.33,particle
IMG_1830,4.33,4.33,4.00,3.33,5.00,particle
IMG_1831,2.00,2.33,2.33,4.00,2.00,particle
IMG_1832,4.00,3.33,3.33,4.00,3.67,particle
IMG_1833,2.67,3.00,3.67,4.33,4.00,algorithmic-stroke
IMG_1834,3.00,1.33,2.67,2.33,2.67,GAN-synthesised
IMG_1835,4.00,2.33,1.67,4.00,3.33,particle
IMG_1836,3.00,2.67,2.33,5.00,2.67,particle
IMG_1837,4.00,3.33,2.33,4.33,3.67,particle
IMG_1838,4.33,1.00,2.33,2.67,4.00,GAN-synthesised
IMG_1839,4.00,4.00,2.00,3.67,4.00,particle
IMG_1840,3.33,1.67,3.33,2.33,2.00,GAN-synthesised
IMG_1841,3.00,1.67,1.33,4.00,2.00,particle
IMG_1842,2.00,2.33,3.00,2.33,1.67,particle
IMG_1843,3.33,4.00,3.00,5.00,4.00,particle
IMG_1844,4.00,2.67,2.67,3.67,4.00,particle
IMG_1845,1.67,5.00,4.33,3.00,2.33,shader
IMG_1846,2.00,5.00,3.00,3.67,2.33,particle
IMG_1847,2.33,2.67,3.33,4.33,2.33,particle
IMG_1848,3.00,4.00,3.33,5.00,4.00,particle
IMG_1849,4.67,3.33,5.00,3.67,5.00,fractal
IMG_1850,3.00,3.33,1.67,3.67,2.67,particle
IMG_1851,3.00,2.33,4.33,2.33,3.67,procedural-texture
IMG_1852,3.33,3.33,2.67,4.00,3.00,particle
IMG_1853,3.00,3.67,2.33,3.67,2.33,particle
IMG_1854,4.33,2.33,3.67,2.33,4.00,data-mapping
IMG_1855,4.00,1.67,3.00,3.67,3.00,optical-flow
IMG_1856,3.00,3.67,3.00,4.67,3.67,particle
IMG_1857,4.00,3.67,2.33,4.67,3.67,particle
IMG_1858,2.00,2.00,2.33,3.33,2.00,particle
IMG_1859,3.00,2.00,2.67,4.33,2.67,algorithmic-stroke
IMG_1860,4.33,1.67,2.00,2.67,3.00,optical-flow
IMG_1861,3.00,4.33,3.00,4.33,2.67,particle
IMG_1862,2.00,1.33,2.67,2.00,2.00,GAN-synthesised
IMG_1863,3.00,1.67,3.00,4.00,2.67,particle
IMG_1864,4.67,2.67,4.00,2.67,4.00,particle
IMG_1865,2.67,1.67,2.33,2.00,1.33,voxel
IMG_1866,3.00,2.33,3.33,3.33,3.33,optical-flow
IMG_1867,3.67,3.00,1.67,4.33,4.00,particle
IMG_1868,2.67,2.00,2.67,3.33,1.67,procedural-texture
IMG_1869,3.33,5.00,2.00,5.00,3.67,particle
IMG_1870,2.00,4.00,2.00,5.00,2.00,particle
IMG_1871,4.00,3.33,2.67,4.00,3.67,particle
IMG_1872,2.33,3.00,4.00,3.33,2.67,particle
IMG_1873,1.67,3.00,3.00,5.00,2.33,particle
IMG_1874,4.00,1.33,3.67,2.33,2.67,voxel
IMG_1875,5.00,4.00,3.33,4.33,5.00,particle
IMG_1876,3.33,3.00,3.00,4.00,3.00,algorithmic-stroke
IMG_1877,2.67,3.33,3.00,5.00,3.00,particle
IMG_1878,3.00,3.67,2.00,2.00,2.33,pixel-collage
IMG_1879,1.33,4.00,2.67,4.67,2.33,particle
IMG_1880,4.67,3.00,3.00,2.67,4.33,GAN-synthesised
IMG_1881,3.00,1.67,3.67,3.33,2.67,optical-flow
IMG_1882,3.33,2.67,4.00,3.67,3.00,particle
IMG_1883,3.00,3.33,3.00,4.00,3.33,particle
IMG_1884,2.67,4.33,3.33,4.67,4.33,particle
IMG_1885,1.67,3.67,3.00,4.33,2.67,particle
IMG_1886,3.67,2.00,2.67,3.33,3.00,procedural-texture
IMG_1887,3.33,2.00,2.00,3.00,2.33,procedural-texture
IMG_1888,4.00,2.00,1.67,3.67,2.67,procedural-texture
IMG_1889,2.00,2.33,2.00,4.33,2.33,algorithmic-stroke
IMG_1890,2.67,2.67,3.00,3.00,2.33,optical-flow
IMG_1891,4.67,3.33,4.00,3.67,4.33,glitch
IMG_1892,2.67,3.33,3.00,3.33,2.33,procedural-texture
IMG_1893,4.00,3.67,3.00,4.33,3.67,particle
IMG_1894,4.33,2.33,3.00,3.33,4.00,particle
IMG_1895,2.33,3.33,2.33,4.00,2.67,particle
IMG_1896,2.00,3.00,2.67,3.67,2.00,particle
IMG_1897,3.33,2.67,2.00,4.33,3.00,particle
IMG_1898,3.67,2.67,3.00,2.33,3.67,optical-flow
IMG_1899,2.67,3.67,2.33,5.00,3.00,particle
IMG_1900,4.67,3.67,4.67,4.00,5.00,glitch
IMG_1901,3.67,2.67,2.33,2.67,3.00,shader
IMG_1902,3.33,2.33,3.33,1.67,2.67,pixel-collage
IMG_1903,4.00,1.67,2.67,2.00,3.00,pixel-collage
IMG_1904,3.33,3.67,4.00,3.00,4.00,particle
IMG_1905,3.67,2.00,4.67,2.33,4.00,optical-flow
IMG_1906,3.00,4.33,3.33,4.33,3.67,particle
IMG_1907,2.67,2.33,2.33,2.67,2.33,shader
IMG_1908,4.00,2.33,4.00,2.67,3.00,GAN-synthesised
IMG_1909,3.33,3.67,4.67,2.67,3.67,data-mapping
IMG_1910,3.00,4.00,4.00,3.00,3.67,particle
IMG_1911,4.67,2.00,3.00,3.33,4.33,pixel-collage
IMG_1912,2.67,3.00,3.33,3.67,2.00,procedural-texture
IMG_1913,4.33,2.00,2.67,2.33,3.00,pixel-collage
IMG_1914,3.00,2.67,2.67,3.00,2.67,particle
IMG_1915,3.00,1.67,3.00,1.67,2.00,procedural-texture
IMG_1916,2.33,3.67,2.33,3.00,2.33,particle
IMG_1917,4.00,3.67,3.67,4.00,4.33,glitch
IMG_1918,2.67,2.33,2.00,1.67,1.33,pixel-collage
IMG_1919,3.00,3.33,2.33,4.00,3.67,particle
IMG_1920,2.33,2.33,4.00,2.33,3.33,shader
IMG_1921,3.33,1.33,1.67,2.67,1.67,GAN-synthesised
IMG_1922,3.67,4.33,4.67,2.33,3.33,shader
IMG_1923,4.00,2.33,2.33,3.67,4.00,particle
IMG_1924,3.67,3.00,3.67,2.33,3.67,procedural-texture
IMG_1925,3.33,1.33,3.67,3.00,1.67,procedural-texture
IMG_1926,4.00,2.00,3.67,2.33,3.00,pixel-collage
IMG_1927,3.00,4.67,3.00,3.67,3.33,particle
IMG_1928,3.00,2.67,3.33,2.00,2.33,GAN-synthesised
IMG_1929,5.00,1.33,2.67,2.33,3.67,GAN-synthesised
IMG_1930,4.33,2.33,1.67,2.67,3.33,particle
IMG_1931,3.67,2.00,4.33,2.33,3.00,pixel-collage
IMG_1932,3.67,3.00,3.67,2.67,3.67,shader
IMG_1933,3.33,2.33,2.67,3.00,3.00,procedural-texture
IMG_1934,3.33,4.33,3.33,2.33,3.33,shader
IMG_1935,4.00,2.00,3.00,2.33,3.33,pixel-collage
IMG_1936,3.00,1.67,2.00,2.67,2.00,GAN-synthesised
IMG_1937,4.00,3.00,4.00,3.33,3.33,particle
IMG_1938,4.00,2.00,2.33,2.67,3.00,procedural-texture
IMG_1939,4.00,3.00,3.33,2.67,3.67,particle
IMG_1940,1.67,3.33,4.00,4.33,3.00,particle
IMG_1941,3.33,1.33,3.33,2.00,3.33,GAN-synthesised
IMG_1942,3.33,2.67,3.33,2.00,3.33,pixel-collage
IMG_1943,3.67,3.67,3.33,3.00,4.00,pixel-collage
IMG_1944,4.33,2.33,3.67,2.33,2.67,pixel-collage
IMG_1945,3.00,4.67,3.67,4.33,3.33,particle
IMG_1946,3.33,2.33,3.67,2.33,3.33,pixel-collage
IMG_1947,2.67,4.00,4.00,3.33,4.33,particle
IMG_1948,4.33,1.67,3.67,2.00,2.67,pixel-collage
IMG_1949,4.00,4.67,3.67,4.00,4.33,particle
IMG_1950,3.33,1.00,2.67,1.67,2.00,optical-flow
IMG_1951,3.67,5.00,3.33,4.00,3.67,particle
IMG_1952,4.00,2.67,3.00,5.00,4.00,algorithmic-stroke
IMG_1953,2.00,4.33,4.00,2.67,2.67,shader
IMG_1954,2.67,3.67,2.33,3.33,3.00,optical-flow
IMG_1955,3.67,3.67,5.00,3.00,4.00,data-mapping
IMG_1956,2.67,5.00,2.67,4.00,3.00,particle
IMG_1957,5.00,3.33,3.67,4.00,4.67,algorithmic-stroke
IMG_1958,3.67,3.00,3.67,3.00,4.33,particle
IMG_1959,2.33,3.33,2.67,3.33,1.00,shader
IMG_1960,4.00,2.00,3.00,2.67,3.33,GAN-synthesised
IMG_1961,4.00,2.33,3.33,1.67,3.33,data-mapping
IMG_1962,3.00,2.33,3.00,3.33,3.00,optical-flow
IMG_1963,2.67,2.67,1.33,2.67,1.67,procedural-texture
IMG_1964,3.67,4.00,4.33,3.33,4.67,particle
IMG_1965,2.67,3.00,3.67,3.00,3.00,particle
IMG_1966,4.00,3.33,3.00,4.33,4.00,particle
IMG_1967,3.00,3.33,3.67,3.33,3.00,particle
IMG_1968,3.33,2.67,2.33,2.33,2.67,shader
IMG_1969,3.33,4.00,2.67,3.33,3.00,optical-flow
IMG_1970,2.67,2.67,3.33,4.00,3.00,particle
IMG_1971,4.00,3.00,4.00,3.67,4.00,particle
IMG_1972,3.00,4.67,4.67,3.33,3.67,particle
IMG_1973,3.00,2.67,4.00,3.67,3.00,procedural-texture
IMG_1974,2.33,1.67,2.00,2.67,1.33,optical-flow
IMG_1975,4.00,4.00,4.33,2.33,4.00,shader
IMG_1976,2.33,3.33,5.00,3.00,3.33,shader
IMG_1977,2.67,5.00,4.00,3.67,4.00,particle
IMG_1978,2.33,2.67,2.67,3.67,1.33,optical-flow
IMG_1979,4.00,2.00,3.67,1.33,3.00,pixel-collage
IMG_1980,3.33,2.33,5.00,2.00,4.00,procedural-texture
IMG_1981,3.00,1.33,2.33,4.33,2.67,particle
IMG_1982,4.33,4.33,4.00,3.00,4.00,particle
IMG_1983,5.00,2.67,5.00,1.67,4.00,pixel-collage
IMG_1984,3.33,2.67,3.67,2.33,2.33,data-mapping
IMG_1985,4.33,1.67,3.67,2.33,3.67,voxel
IMG_1986,4.33,3.00,2.33,3.00,3.33,particle
IMG_1987,4.33,2.67,4.00,2.00,3.33,data-mapping
IMG_1988,1.67,2.67,4.33,4.00,3.33,procedural-texture
IMG_1989,4.67,3.00,2.00,2.00,2.67,particle
IMG_1990,3.00,4.00,3.00,4.67,3.67,particle
IMG_1991,2.67,3.67,3.00,4.33,3.33,particle
IMG_1992,2.67,2.67,3.00,3.00,2.33,particle
IMG_1993,3.00,1.67,1.67,2.00,2.00,GAN-synthesised
IMG_1994,3.00,3.67,5.00,1.67,4.33,pixel-collage
IMG_1995,3.33,4.67,3.33,3.67,3.67,particle
IMG_1996,3.67,2.33,1.33,2.33,2.00,shader
IMG_1997,5.00,4.00,2.67,4.00,5.00,particle
IMG_1998,5.00,3.00,3.67,3.33,5.00,fractal
IMG_1999,3.33,3.00,3.67,2.33,4.00,particle
IMG_2000,3.67,1.33,3.33,2.33,2.33,shader
