图像ID,色彩协调性,构图新颖性,主题清晰度,感知技术复杂度,整体美学偏好,风格标签
IMG_1763,3.33,3.00,2.67,4.00,3.33,噪声场
IMG_1764,4.00,2.00,2.67,4.00,3.00,故障
IMG_1765,2.00,3.67,3.33,5.00,3.33,粒子
IMG_1766,4.33,2.67,3.67,3.67,4.67,粒子
IMG_1767,3.00,3.67,4.67,2.00,3.33,数据映射
IMG_1768,2.00,3.67,4.00,3.33,3.00,着色器
IMG_1769,4.00,2.00,3.67,2.33,2.33,数据映射
IMG_1770,3.67,4.33,3.00,5.00,4.00,粒子
IMG_1771,1.67,3.00,2.33,4.67,2.00,粒子
IMG_1772,2.00,5.00,3.67,4.33,3.33,粒子
IMG_1773,2.33,4.33,2.00,4.67,3.33,粒子
IMG_1774,2.33,2.67,2.00,4.00,2.33,粒子
IMG_1775,3.33,2.00,1.33,4.33,2.67,粒子
IMG_1776,2.67,2.33,2.00,2.33,1.67,程序化纹理
IMG_1777,2.00,4.67,3.67,3.33,3.00,光流
IMG_1778,3.33,2.67,3.33,3.00,3.67,GAN 合成
IMG_1779,1.67,4.00,3.33,4.33,3.00,粒子
IMG_1780,2.67,1.33,1.00,3.67,1.67,GAN 合成
IMG_1781,3.00,2.33,3.00,2.67,2.67,GAN 合成
IMG_1782,4.00,3.00,3.67,3.33,3.67,光流
IMG_1783,4.00,3.00,3.00,3.00,3.67,着色器
IMG_1784,4.67,3.33,2.00,4.00,4.00,粒子
IMG_1785,1.33,4.00,3.00,4.33,2.67,故障
IMG_1786,3.67,4.00,3.33,3.67,4.67,粒子
IMG_1787,3.67,1.00,3.00,2.33,2.33,程序化纹理
IMG_1788,1.67,3.00,4.00,3.00,2.67,程序化纹理
IMG_1789,1.67,2.67,3.33,4.00,2.00,光流
IMG_1790,3.33,1.00,2.67,1.67,1.67,GAN 合成
IMG_1791,2.67,1.67,4.33,2.67,2.67,体素
IMG_1792,1.67,4.33,2.67,4.67,2.67,分形
IMG_1793,2.00,3.00,4.00,3.67,2.33,故障
IMG_1794,2.00,4.00,4.00,4.00,3.00,粒子
IMG_1795,2.33,2.33,2.67,3.33,2.00,粒子
IMG_1796,4.67,3.67,3.67,4.33,4.67,故障
IMG_1797,3.00,1.33,3.33,2.67,2.33,光流
IMG_1798,2.33,4.33,3.33,4.67,2.33,故障
IMG_1799,2.00,3.00,3.33,4.33,3.00,着色器
IMG_1800,2.33,3.67,3.00,4.00,3.33,粒子
IMG_1801,4.33,4.33,5.00,2.67,5.00,GAN 合成
IMG_1802,4.67,2.33,3.00,2.33,4.00,GAN 合成
IMG_1803,3.33,4.33,4.00,4.00,4.33,粒子
IMG_1804,3.67,2.33,2.00,4.33,4.00,粒子
IMG_1805,3.33,3.00,3.00,3.00,3.00,粒子
IMG_1806,1.67,3.00,3.00,4.00,2.67,粒子
IMG_1807,2.00,4.67,4.00,4.00,3.67,噪声场
IMG_1808,2.00,1.33,2.33,4.33,1.67,算法笔触
IMG_1809,4.33,3.33,3.33,4.67,4.67,粒子
IMG_1810,2.00,4.67,3.67,5.00,3.00,粒子
IMG_1811,3.00,3.33,2.67,5.00,3.00,粒子
IMG_1812,2.00,2.33,3.00,4.00,2.67,程序化纹理
IMG_1813,4.00,2.33,3.00,2.33,2.33,像素拼贴
IMG_1814,2.67,3.00,2.33,4.00,2.33,粒子
IMG_1815,3.00,3.33,4.33,4.67,4.00,故障
IMG_1816,4.33,4.00,4.33,4.00,4.67,粒子
IMG_1817,2.33,4.67,2.67,5.00,3.67,粒子
IMG_1818,2.33,2.67,3.33,4.00,2.67,分形
IMG_1819,3.00,4.33,2.33,4.33,3.33,粒子
IMG_1820,4.00,3.00,4.00,2.00,4.33,GAN 合成
IMG_1821,3.67,3.00,3.00,4.67,5.00,粒子
IMG_1822,3.33,2.00,2.67,3.67,2.67,粒子
IMG_1823,4.00,1.00,3.33,1.33,2.67,程序化纹理
IMG_1824,3.00,3.33,3.00,4.00,3.67,粒子
IMG_1825,2.67,4.00,4.67,4.00,3.33,故障
IMG_1826,3.67,3.67,2.67,4.00,3.67,粒子
IMG_1827,4.00,2.33,3.67,2.00,3.67,数据映射
IMG_1828,3.33,3.00,1.67,3.67,2.00,粒子
IMG_1829,2.00,4.67,3.00,4.33,3.33,粒子
IMG_1830,4.33,4.33,4.00,3.33,5.00,粒子
IMG_1831,2.00,2.33,2.33,4.00,2.00,粒子
IMG_1832,4.00,3.33,3.33,4.00,3.67,粒子
IMG_1833,2.67,3.00,3.67,4.33,4.00,算法笔触
IMG_1834,3.00,1.33,2.67,2.33,2.67,GAN 合成
IMG_1835,4.00,2.33,1.67,4.00,3.33,粒子
IMG_1836,3.00,2.67,2.33,5.00,2.67,粒子
IMG_1837,4.00,3.33,2.33,4.33,3.67,粒子
IMG_1838,4.33,1.00,2.33,2.67,4.00,GAN 合成
IMG_1839,4.00,4.00,2.00,3.67,4.00,粒子
IMG_1840,3.33,1.67,3.33,2.33,2.00,GAN 合成
IMG_1841,3.00,1.67,1.33,4.00,2.00,粒子
IMG_1842,2.00,2.33,3.00,2.33,1.67,粒子
IMG_1843,3.33,4.00,3.00,5.00,4.00,粒子
IMG_1844,4.00,2.67,2.67,3.67,4.00,粒子
IMG_1845,1.67,5.00,4.33,3.00,2.33,着色器
IMG_1846,2.00,5.00,3.00,3.67,2.33,粒子
IMG_1847,2.33,2.67,3.33,4.33,2.33,粒子
IMG_1848,3.00,4.00,3.33,5.00,4.00,粒子
IMG_1849,4.67,3.33,5.00,3.67,5.00,分形
IMG_1850,3.00,3.33,1.67,3.67,2.67,粒子
IMG_1851,3.00,2.33,4.33,2.33,3.67,程序化纹理
IMG_1852,3.33,3.33,2.67,4.00,3.00,粒子
IMG_1853,3.00,3.67,2.33,3.67,2.33,粒子
IMG_1854,4.33,2.33,3.67,2.33,4.00,数据映射
IMG_1855,4.00,1.67,3.00,3.67,3.00,光流
IMG_1856,3.00,3.67,3.00,4.67,3.67,粒子
IMG_1857,4.00,3.67,2.33,4.67,3.67,粒子
IMG_1858,2.00,2.00,2.33,3.33,2.00,粒子
IMG_1859,3.00,2.00,2.67,4.33,2.67,算法笔触
IMG_1860,4.33,1.67,2.00,2.67,3.00,光流
IMG_1861,3.00,4.33,3.00,4.33,2.67,粒子
IMG_1862,2.00,1.33,2.67,2.00,2.00,GAN 合成
IMG_1863,3.00,1.67,3.00,4.00,2.67,粒子
IMG_1864,4.67,2.67,4.00,2.67,4.00,粒子
IMG_1865,2.67,1.67,2.33,2.00,1.33,体素
IMG_1866,3.00,2.33,3.33,3.33,3.33,光流
IMG_1867,3.67,3.00,1.67,4.33,4.00,粒子
IMG_1868,2.67,2.00,2.67,3.33,1.67,程序化纹理
IMG_1869,3.33,5.00,2.00,5.00,3.67,粒子
IMG_1870,2.00,4.00,2.00,5.00,2.00,粒子
IMG_1871,4.00,3.33,2.67,4.00,3.67,粒子
IMG_1872,2.33,3.00,4.00,3.33,2.67,粒子
IMG_1873,1.67,3.00,3.00,5.00,2.33,粒子
IMG_1874,4.00,1.33,3.67,2.33,2.67,体素
IMG_1875,5.00,4.00,3.33,4.33,5.00,粒子
IMG_1876,3.33,3.00,3.00,4.00,3.00,算法笔触
IMG_1877,2.67,3.33,3.00,5.00,3.00,粒子
IMG_1878,3.00,3.67,2.00,2.00,2.33,像素拼贴
IMG_1879,1.33,4.00,2.67,4.67,2.33,粒子
IMG_1880,4.67,3.00,3.00,2.67,4.33,GAN 合成
IMG_1881,3.00,1.67,3.67,3.33,2.67,光流
IMG_1882,3.33,2.67,4.00,3.67,3.00,粒子
IMG_1883,3.00,3.33,3.00,4.00,3.33,粒子
IMG_1884,2.67,4.33,3.33,4.67,4.33,粒子
IMG_1885,1.67,3.67,3.00,4.33,2.67,粒子
IMG_1886,3.67,2.00,2.67,3.33,3.00,程序化纹理
IMG_1887,3.33,2.00,2.00,3.00,2.33,程序化纹理
IMG_1888,4.00,2.00,1.67,3.67,2.67,程序化纹理
IMG_1889,2.00,2.33,2.00,4.33,2.33,算法笔触
IMG_1890,2.67,2.67,3.00,3.00,2.33,光流
IMG_1891,4.67,3.33,4.00,3.67,4.33,故障
IMG_1892,2.67,3.33,3.00,3.33,2.33,程序化纹理
IMG_1893,4.00,3.67,3.00,4.33,3.67,粒子
IMG_1894,4.33,2.33,3.00,3.33,4.00,粒子
IMG_1895,2.33,3.33,2.33,4.00,2.67,粒子
IMG_1896,2.00,3.00,2.67,3.67,2.00,粒子
IMG_1897,3.33,2.67,2.00,4.33,3.00,粒子
IMG_1898,3.67,2.67,3.00,2.33,3.67,光流
IMG_1899,2.67,3.67,2.33,5.00,3.00,粒子
IMG_1900,4.67,3.67,4.67,4.00,5.00,故障
IMG_1901,3.67,2.67,2.33,2.67,3.00,着色器
IMG_1902,3.33,2.33,3.33,1.67,2.67,像素拼贴
IMG_1903,4.00,1.67,2.67,2.00,3.00,像素拼贴
IMG_1904,3.33,3.67,4.00,3.00,4.00,粒子
IMG_1905,3.67,2.00,4.67,2.33,4.00,光流
IMG_1906,3.00,4.33,3.33,4.33,3.67,粒子
IMG_1907,2.67,2.33,2.33,2.67,2.33,着色器
IMG_1908,4.00,2.33,4.00,2.67,3.00,GAN 合成
IMG_1909,3.33,3.67,4.67,2.67,3.67,数据映射
IMG_1910,3.00,4.00,4.00,3.00,3.67,粒子
IMG_1911,4.67,2.00,3.00,3.33,4.33,像素拼贴
IMG_1912,2.67,3.00,3.33,3.67,2.00,程序化纹理
IMG_1913,4.33,2.00,2.67,2.33,3.00,像素拼贴
IMG_1914,3.00,2.67,2.67,3.00,2.67,粒子
IMG_1915,3.00,1.67,3.00,1.67,2.00,程序化纹理
IMG_1916,2.33,3.67,2.33,3.00,2.33,粒子
IMG_1917,4.00,3.67,3.67,4.00,4.33,故障
IMG_1918,2.67,2.33,2.00,1.67,1.33,像素拼贴
IMG_1919,3.00,3.33,2.33,4.00,3.67,粒子
IMG_1920,2.33,2.33,4.00,2.33,3.33,着色器
IMG_1921,3.33,1.33,1.67,2.67,1.67,GAN 合成
IMG_1922,3.67,4.33,4.67,2.33,3.33,着色器
IMG_1923,4.00,2.33,2.33,3.67,4.00,粒子
IMG_1924,3.67,3.00,3.67,2.33,3.67,程序化纹理
IMG_1925,3.33,1.33,3.67,3.00,1.67,程序化纹理
IMG_1926,4.00,2.00,3.67,2.33,3.00,像素拼贴
IMG_1927,3.00,4.67,3.00,3.67,3.33,粒子
IMG_1928,3.00,2.67,3.33,2.00,2.33,GAN 合成
IMG_1929,5.00,1.33,2.67,2.33,3.67,GAN 合成
IMG_1930,4.33,2.33,1.67,2.67,3.33,粒子
IMG_1931,3.67,2.00,4.33,2.33,3.00,像素拼贴
IMG_1932,3.67,3.00,3.67,2.67,3.67,着色器
IMG_1933,3.33,2.33,2.67,3.00,3.00,程序化纹理
IMG_1934,3.33,4.33,3.33,2.33,3.33,着色器
IMG_1935,4.00,2.00,3.00,2.33,3.33,像素拼贴
IMG_1936,3.00,1.67,2.00,2.67,2.00,GAN 合成
IMG_1937,4.00,3.00,4.00,3.33,3.33,粒子
IMG_1938,4.00,2.00,2.33,2.67,3.00,程序化纹理
IMG_1939,4.00,3.00,3.33,2.67,3.67,粒子
IMG_1940,1.67,3.33,4.00,4.33,3.00,粒子
IMG_1941,3.33,1.33,3.33,2.00,3.33,GAN 合成
IMG_1942,3.33,2.67,3.33,2.00,3.33,像素拼贴
IMG_1943,3.67,3.67,3.33,3.00,4.00,像素拼贴
IMG_1944,4.33,2.33,3.67,2.33,2.67,像素拼贴
IMG_1945,3.00,4.67,3.67,4.33,3.33,粒子
IMG_1946,3.33,2.33,3.67,2.33,3.33,像素拼贴
IMG_1947,2.67,4.00,4.00,3.33,4.33,粒子
IMG_1948,4.33,1.67,3.67,2.00,2.67,像素拼贴
IMG_1949,4.00,4.67,3.67,4.00,4.33,粒子
IMG_1950,3.33,1.00,2.67,1.67,2.00,光流
IMG_1951,3.67,5.00,3.33,4.00,3.67,粒子
IMG_1952,4.00,2.67,3.00,5.00,4.00,算法笔触
IMG_1953,2.00,4.33,4.00,2.67,2.67,着色器
IMG_1954,2.67,3.67,2.33,3.33,3.00,光流
IMG_1955,3.67,3.67,5.00,3.00,4.00,数据映射
IMG_1956,2.67,5.00,2.67,4.00,3.00,粒子
IMG_1957,5.00,3.33,3.67,4.00,4.67,算法笔触
IMG_1958,3.67,3.00,3.67,3.00,4.33,粒子
IMG_1959,2.33,3.33,2.67,3.33,1.00,着色器
IMG_1960,4.00,2.00,3.00,2.67,3.33,GAN 合成
IMG_1961,4.00,2.33,3.33,1.67,3.33,数据映射
IMG_1962,3.00,2.33,3.00,3.33,3.00,光流
IMG_1963,2.67,2.67,1.33,2.67,1.67,程序化纹理
IMG_1964,3.67,4.00,4.33,3.33,4.67,粒子
IMG_1965,2.67,3.00,3.67,3.00,3.00,粒子
IMG_1966,4.00,3.33,3.00,4.33,4.00,粒子
IMG_1967,3.00,3.33,3.67,3.33,3.00,粒子
IMG_1968,3.33,2.67,2.33,2.33,2.67,着色器
IMG_1969,3.33,4.00,2.67,3.33,3.00,光流
IMG_1970,2.67,2.67,3.33,4.00,3.00,粒子
IMG_1971,4.00,3.00,4.00,3.67,4.00,粒子
IMG_1972,3.00,4.67,4.67,3.33,3.67,粒子
IMG_1973,3.00,2.67,4.00,3.67,3.00,程序化纹理
IMG_1974,2.33,1.67,2.00,2.67,1.33,光流
IMG_1975,4.00,4.00,4.33,2.33,4.00,着色器
IMG_1976,2.33,3.33,5.00,3.00,3.33,着色器
IMG_1977,2.67,5.00,4.00,3.67,4.00,粒子
IMG_1978,2.33,2.67,2.67,3.67,1.33,光流
IMG_1979,4.00,2.00,3.67,1.33,3.00,像素拼贴
IMG_1980,3.33,2.33,5.00,2.00,4.00,程序化纹理
IMG_1981,3.00,1.33,2.33,4.33,2.67,粒子
IMG_1982,4.33,4.33,4.00,3.00,4.00,粒子
IMG_1983,5.00,2.67,5.00,1.67,4.00,像素拼贴
IMG_1984,3.33,2.67,3.67,2.33,2.33,数据映射
IMG_1985,4.33,1.67,3.67,2.33,3.67,体素
IMG_1986,4.33,3.00,2.33,3.00,3.33,粒子
IMG_1987,4.33,2.67,4.00,2.00,3.33,数据映射
IMG_1988,1.67,2.67,4.33,4.00,3.33,程序化纹理
IMG_1989,4.67,3.00,2.00,2.00,2.67,粒子
IMG_1990,3.00,4.00,3.00,4.67,3.67,粒子
IMG_1991,2.67,3.67,3.00,4.33,3.33,粒子
IMG_1992,2.67,2.67,3.00,3.00,2.33,粒子
IMG_1993,3.00,1.67,1.67,2.00,2.00,GAN 合成
IMG_1994,3.00,3.67,5.00,1.67,4.33,像素拼贴
IMG_1995,3.33,4.67,3.33,3.67,3.67,粒子
IMG_1996,3.67,2.33,1.33,2.33,2.00,着色器
IMG_1997,5.00,4.00,2.67,4.00,5.00,粒子
IMG_1998,5.00,3.00,3.67,3.33,5.00,分形
IMG_1999,3.33,3.00,3.67,2.33,4.00,粒子
IMG_2000,3.67,1.33,3.33,2.33,2.33,着色器
